06/15-08:19:59.251808  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.57.10:1045 -> 37.157.255.194:80
10/04-08:41:16.907075  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 64.29.178.141:80 -> 192.168.97.10:1076
02/18-17:49:37.236535  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 188.190.98.79:80 -> 192.168.74.10:1035
07/17-00:55:12.523984  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.64.10:1040 -> 89.161.172.147:80
07/17-00:55:12.806289  [**] [1:2014891:2] ET CURRENT_EVENTS RedKit - Java Exploit Requested - 5 digit jar [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.64.10:1040 -> 89.161.172.147:80
07/17-00:55:45.623611  [**] [1:2015723:2] ET TROJAN ZeroAccess Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.64.10:1056 -> 213.108.252.185:80
06/28-16:59:55.803863  [**] [1:2014237:2] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - calc.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.235.51.180:80 -> 192.168.106.10:1037
11/23-14:27:34.187244  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.62.10:1064 -> 66.199.237.114:80
09/16-23:45:15.017427  [**] [1:2013685:1] ET TROJAN ZeroAccess/Max++ Rootkit C&C Activity 1 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.41.10:1052 -> 193.105.154.210:80
02/22-23:03:42.468558  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 204.245.190.65:80 -> 192.168.73.10:1050
08/31-20:53:47.663310  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.47.10:1073 -> 67.215.234.179:80
04/29-18:49:57.534038  [**] [1:2016919:7] ET CURRENT_EVENTS Malicious Redirect URL [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.1.10:1054 -> 66.85.137.34:80
07/11-10:43:06.352155  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 79.96.237.146:80 -> 192.168.51.10:1039
01/27-21:25:51.557729  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 64.34.154.74:80 -> 192.168.120.10:1034
05/02-03:07:34.827406  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.56.10:1115 -> 23.11.227.196:80
05/02-03:07:44.547749  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.56.10:1274 -> 209.190.70.254:80
04/28-16:46:22.505483  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.80.10:1044 -> 239.255.255.250:1900
07/19-11:15:07.485135  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.122.10:1038 -> 239.255.255.250:1900
09/10-18:48:58.483794  [**] [1:2011507:6] ET WEB_CLIENT PDF With Embedded File [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 95.163.66.196:80 -> 192.168.124.10:1031
12/09-13:39:11.728641  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 69.194.244.13:80 -> 192.168.43.10:1205
10/17-13:18:10.938825  [**] [1:2013912:4] ET TROJAN P2P Zeus Response From CnC [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 163.27.74.201:21810 -> 192.168.64.10:1130
03/13-14:32:29.839302  [**] [1:2020356:1] ET CURRENT_EVENTS Angler EK Feb 04 2015 M2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 69.197.21.52:80 -> 192.168.21.10:1070
02/28-20:22:36.821738  [**] [1:2011365:9] ET TROJAN Sinowal/sinonet/mebroot/Torpig infected host checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.28.10:1046 -> 69.64.70.146:80
08/10-09:05:32.476693  [**] [1:2015723:2] ET TROJAN ZeroAccess Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.108.10:1088 -> 213.108.252.185:80
09/09-20:05:12.027593  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.39.10:1040 -> 95.163.66.184:80
04/30-14:51:41.177421  [**] [1:2017694:4] ET CURRENT_EVENTS Possible Magnitude IE EK Payload Nov 8 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.84.10:1060 -> 193.169.245.10:80
05/10-03:34:18.369678  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.59.198.60:80 -> 192.168.11.10:1068
09/05-22:52:02.427793  [**] [1:254:4] DNS SPOOF query response with TTL of 1 min. and no authority [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 4.2.2.3:53 -> 192.168.97.10:1029
06/01-07:12:17.105492  [**] [1:2014749:2] ET CURRENT_EVENTS Redkit Java Exploit request to /24842.jar [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.128.10:1081 -> 188.72.248.168:80
01/26-17:50:24.796793  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.52.10:1069 -> 239.255.255.250:1900
02/09-18:06:56.960781  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.25.10:1077 -> 239.255.255.250:1900
07/11-12:34:32.780454  [**] [1:2013975:2] ET CURRENT_EVENTS Neosploit Java Exploit Kit request to /? plus hex 32 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.4.10:1047 -> 37.59.198.62:80
10/29-12:43:49.398664  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
10/29-12:44:12.578817  [**] [1:2019415:3] ET POLICY SSLv3 inbound connection to server vulnerable to POODLE attack [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 74.125.229.198:443 -> 192.168.13.10:1054
06/27-17:58:12.908098  [**] [1:2015665:1] ET CURRENT_EVENTS NeoSploit - TDS [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 192.168.26.10:1052 -> 64.187.226.182:80
06/04-13:49:05.250235  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 37.157.255.17:80 -> 192.168.91.10:1043
10/09-05:57:07.050033  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 95.163.66.209:80 -> 192.168.108.10:1115
10/09-05:57:28.648987  [**] [1:2012593:4] ET POLICY HTTP Request to a *.ce.ms domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.108.10:1125 -> 95.163.66.209:80
06/20-03:41:35.176317  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.34.10:1039 -> 37.157.255.174:80
05/05-17:37:53.120270  [**] [1:2014819:1] ET INFO Packed Executable Download [**] [Classification: Misc activity] [Priority: 3] {TCP} 103.31.186.210:80 -> 192.168.118.10:1040
02/27-21:19:29.775924  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 173.254.28.65:80 -> 192.168.62.10:1039
09/25-22:16:38.438589  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.23.10:1043 -> 239.255.255.250:1900
04/29-15:46:06.832738  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 173.194.33.39:80 -> 192.168.30.10:1044
03/29-14:40:55.869143  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 98.191.251.17:53 -> 192.168.93.10:1671
09/07-09:42:31.561575  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 72.29.73.247:80 -> 192.168.43.10:1038
06/11-20:37:39.345737  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.105.10:1040 -> 37.157.255.158:80
06/23-17:47:18.281148  [**] [1:2014230:4] ET TROJAN Karagany/Kazy Obfuscated Payload Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.37:80 -> 192.168.94.10:1051
05/30-19:00:10.761335  [**] [1:2014547:4] ET CURRENT_EVENTS TDS Sutra - redirect received [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 217.23.13.101:80 -> 192.168.27.10:1047
05/30-19:00:44.924664  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.27.10:1157 -> 66.85.130.234:53
10/17-10:38:50.813592  [**] [1:2012086:1] ET SHELLCODE Possible Call with No Offset TCP Shellcode [**] [Classification: Executable Code was Detected] [Priority: 1] {TCP} 94.228.217.238:80 -> 192.168.45.10:1046
06/05-17:04:59.139100  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.74.10:1076 -> 37.157.255.53:80
08/13-01:01:26.615354  [**] [1:2013207:4] ET TROJAN Trojan Internet Connectivity Check [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.47.10:1046 -> 192.150.16.117:80
06/09-15:12:55.622005  [**] [1:2019415:3] ET POLICY SSLv3 inbound connection to server vulnerable to POODLE attack [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 173.194.79.113:443 -> 192.168.80.10:1049
06/20-00:14:54.701333  [**] [1:2011507:6] ET WEB_CLIENT PDF With Embedded File [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 79.133.196.118:80 -> 192.168.65.10:1035
11/02-20:56:38.665552  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 85.17.136.171:80 -> 192.168.40.10:1050
02/08-17:34:41.736080  [**] [1:2013037:4] ET POLICY Java EXE Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 91.213.8.224:80 -> 192.168.106.10:1045
05/04-23:52:49.944951  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.224.196:80 -> 192.168.28.10:1046
05/04-23:52:58.916029  [**] [1:2016300:3] ET TROJAN Simda.C Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.28.10:1069 -> 79.142.66.240:80
11/12-15:21:39.283400  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.19.10:1042 -> 239.255.255.250:1900
02/17-03:02:52.609793  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.96.10:1043 -> 239.255.255.250:1900
05/02-17:21:51.386190  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.70.10:1076 -> 66.85.130.234:53
06/14-18:32:38.114352  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.195:80 -> 192.168.53.10:1050
05/10-05:54:27.689242  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
06/11-13:54:39.052061  [**] [1:2014170:1] ET POLICY HTTP Request to .su TLD (Soviet Union) Often Malware Related [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.62.10:1055 -> 94.154.212.230:80
01/14-18:56:52.201015  [**] [1:2014563:5] ET TROJAN Pony Downloader check-in response STATUS-IMPORT-OK [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 94.73.146.105:80 -> 192.168.38.10:1075
07/18-20:26:11.892366  [**] [1:2015723:2] ET TROJAN ZeroAccess Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.21.10:1055 -> 213.108.252.185:80
12/30-02:00:15.360359  [**] [1:2014036:5] ET CURRENT_EVENTS DRIVEBY Generic Java Exploit Obfuscated With Allatori [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 94.23.148.66:80 -> 192.168.68.10:1037
06/13-21:29:23.369934  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 37.157.255.196:80 -> 192.168.41.10:1037
06/13-21:29:42.975626  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.41.10:1042 -> 66.85.130.234:53
08/24-13:31:13.430718  [**] [1:2014154:3] ET CURRENT_EVENTS DRIVEBY PDF Containing Subform with JavaScript [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 95.163.66.181:80 -> 192.168.82.10:1032
01/12-05:18:32.983860  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.58.10:1060 -> 66.85.130.234:53
09/06-22:12:42.003014  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.37.10:1046 -> 239.255.255.250:1900
09/06-22:13:09.704244  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 208.116.44.51:80 -> 192.168.37.10:1108
09/06-22:13:09.704776  [**] [1:2014238:4] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - about.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 208.116.44.51:80 -> 192.168.37.10:1106
06/19-19:49:48.773833  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
06/18-17:13:14.424958  [**] [1:2014912:6] ET CURRENT_EVENTS Unknown - Java Request  - gt 60char hex-ascii [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.126.10:1042 -> 88.150.206.5:80
05/01-17:04:16.036180  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 199.27.77.166:80 -> 192.168.79.10:1347
05/14-15:39:51.511523  [**] [1:2018583:1] ET CURRENT_EVENTS Sweet Orange EK Common Java Exploit [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.80.10:1183 -> 93.171.173.113:80
05/14-15:39:55.524011  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 75.103.116.156:53 -> 192.168.80.10:1343
05/14-15:40:01.048783  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 75.103.116.156:53 -> 192.168.80.10:1556
05/14-15:40:02.715866  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 75.103.116.156:53 -> 192.168.80.10:1620
05/14-15:40:07.982505  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 75.103.116.156:53 -> 192.168.80.10:1833
04/26-05:08:36.849593  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 174.129.29.161:80 -> 192.168.12.10:1147
04/26-05:08:40.126006  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 50.16.79.61:80 -> 192.168.12.10:1153
09/24-07:19:12.610926  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 72.246.45.51:80 -> 192.168.52.10:1213
05/09-19:51:14.274884  [**] [1:2014888:4] ET CURRENT_EVENTS Blackhole Try Prototype Catch June 11 2012 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 188.190.125.76:80 -> 192.168.74.10:1063
05/09-19:51:37.673837  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.74.10:1234
05/09-19:51:48.387725  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.74.10:1697
05/09-19:51:52.767801  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.74.10:1892
05/09-19:51:53.360413  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.74.10:1918
05/09-19:51:56.183492  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.74.10:2039
05/09-19:51:56.625684  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.74.10:2059
05/09-19:51:57.979510  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.74.10:2121
05/09-19:52:03.793444  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.74.10:2388
11/16-00:10:27.543762  [**] [1:2013917:3] ET TROJAN Win32/Dofoil.L Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.125.10:1057 -> 70.38.44.198:80
11/16-00:10:55.430764  [**] [1:402:7] ICMP Destination Unreachable Port Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.125.10 -> 4.2.2.5
07/21-21:21:52.094120  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.25.10:1041 -> 84.246.212.20:80
